availability,condition,image,item_number,price,product,retail_price,warranty
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-218.jpg,279165-GRNDP,"$25,830.00",Rolex Lady-Datejust 28 279165,"$28,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-172.jpg,279165-SDTRP,"$24,075.00",Rolex Lady-Datejust 28 279165,"$26,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-158.jpg,279165-SDTSDJ,"$25,425.00",Rolex Lady-Datejust 28 279165,"$28,250.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-144.jpg,279165-SDTSDP,"$26,415.00",Rolex Lady-Datejust 28 279165,"$29,350.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-130.jpg,279165-CHOSDJ,"$25,425.00",Rolex Lady-Datejust 28 279165,"$28,250.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-116.jpg,279165-CHOSDP,"$26,415.00",Rolex Lady-Datejust 28 279165,"$29,350.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-102.jpg,279165-SDTSP,"$24,075.00",Rolex Lady-Datejust 28 279165,"$26,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-88.jpg,279165-CHOSJ,"$23,085.00",Rolex Lady-Datejust 28 279165,"$25,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-70.jpg,279165-WHTRP,"$24,075.00",Rolex Lady-Datejust 28 279165,"$26,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-56.jpg,279165-CHOSP,"$24,075.00",Rolex Lady-Datejust 28 279165,"$26,750.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-42.jpg,279165-SDTRJ,"$23,085.00",Rolex Lady-Datejust 28 279165,"$25,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-24.jpg,279165-CHORJ,"$23,085.00",Rolex Lady-Datejust 28 279165,"$25,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-lady-datejust-28-279165-3.jpg,279165-SDTSJ,"$23,085.00",Rolex Lady-Datejust 28 279165,"$25,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116189-108.jpg,116189-BLKZDS,"$72,500.00",Rolex Datejust 36 116189,"$78,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116189-112.jpg,116189-MOPDS,"$32,950.00",Rolex Datejust 36 116189,"$36,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116189-104.jpg,116189-PNKDS,"$30,950.00",Rolex Datejust 36 116189,"$33,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116188-38.jpg,116188-MOPDS,"$31,250.00",Rolex Datejust 36 116188,"$34,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116185bbr-blkdl-22.jpg,116185BBR-BLKDS,"$57,750.00",Rolex Datejust 36 116185BBR,"$62,550.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116185-pnkdl-27.jpg,116185-PNKJDS,"$29,950.00",Rolex Datejust 36 116185-PNKDL,"$33,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116185bbr-32.jpg,116185-BMOPDS,"$59,950.00",Rolex Datejust 36 116185,"$65,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116185-slvdl-22.jpg,116185-SLVJDS,"$29,950.00",Rolex Datejust 36 116185,"$33,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116185-64.jpg,116185-BKZDS,"$64,550.00",Rolex Datejust 36 116185,"$70,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116185-68.jpg,116185-MOPDS,"$32,950.00",Rolex Datejust 36 116185,"$36,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116139-178.jpg,116139-WHTSS,"$18,950.00",Rolex Datejust 36 116139,"$20,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116139-197.jpg,116139-PNKSS,"$18,950.00",Rolex Datejust 36 116139,"$20,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116139-170.jpg,116139-BLUSS,"$18,950.00",Rolex Datejust 36 116139,"$20,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116139-166.jpg,116139-BRZSS,"$20,950.00",Rolex Datejust 36 116139,"$23,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116139-162.jpg,116139-MOPDS,"$22,950.00",Rolex Datejust 36 116139,"$25,300.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116138-112.jpg,116138-BLKSS,"$17,250.00",Rolex Datejust 36 116138,"$18,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116138-108.jpg,116138-WHTSS,"$17,250.00",Rolex Datejust 36 116138,"$18,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-datejust-116138-116.jpg,116138-CHOAS,"$17,250.00",Rolex Datejust 36 116138,"$18,700.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-datejust-36-116135-pnkdl-22.jpg,116135-PNKDS,"$21,250.00",Rolex Datejust 36 116135,"$23,250.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-day-date-special-edition-18948-371.jpg,18948-SLVDDO,"$51,660.00",Rolex Day-Date Special Edition 18948,"$57,400.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-day-date-special-edition-18948-375.jpg,18948-SLVDDT,"$53,100.00",Rolex Day-Date Special Edition 18948,"$59,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-day-date-special-edition-18946-194.jpg,18946-BLURDO,"$83,250.00",Rolex Day-Date Special Edition 18946,"$92,500.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-day-date-special-edition-18948-325.jpg,18948-MOPDDO,"$53,280.00",Rolex Day-Date Special Edition 18948,"$59,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116589-159.jpg,116589-MTR,"$48,950.00",Rolex Cosmograph Daytona 116589,"$52,950.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116519-388.jpg,116519-WHTABR,"$23,950.00",Rolex Cosmograph Daytona 116519,"$26,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116518-667.jpg,116518-YMOPRBR,"$26,950.00",Rolex Cosmograph Daytona 116518,"$29,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116515ln-pnkdl-9.jpg,116515LN-PNKDL,"$31,950.00",Rolex Cosmograph Daytona Men's Watch 116515LN,"$35,050.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116506-33.jpg,116506-BW13,"$68,950.00",Rolex Cosmograph Daytona 116506,"$75,000.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116505-7.jpg,116505-CHOAO,"$33,950.00",Rolex Cosmograph Daytona Brown Dial Men's Watch 116505,"$37,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116503-2.jpg,116503-BLKD,"$17,250.00",Rolex Cosmograph Daytona Diamond Dial Watch 116503,"$18,850.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116523-601.jpg,116523-YMOPR,"$17,950.00",Rolex Cosmograph Daytona 116523,"$19,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116528-chpso-9.jpg,116528-CHPSO,"$31,950.00",Rolex Cosmograph Daytona Yellow Gold Men's Watch 116528,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-50.jpg,116509-STLSO,"$33,950.00",Rolex Cosmograph Daytona White Gold Men's Watch 116509,"$37,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-daytona-116520-37.jpg,116520-WHITE,"$16,950.00",Rolex Cosmograph Daytona White Dial Men's Watch 116520,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75),Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-8.jpg,116508-CHPBSO,"$31,950.00",Rolex Cosmograph Daytona Yellow Gold Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-65.jpg,116508-BMOPDO,"$35,950.00",Rolex Cosmograph Daytona Gold Men's Watch 116508,"$39,350.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/116508-blkgso-2.jpg,116508-BLKGSO,"$31,950.00",Rolex Cosmograph Daytona Oyster Bracelet Men's Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-75.jpg,116508-CHPDO,"$33,550.00",Rolex Cosmograph Daytona Diamond Men's Watch 116508,"$36,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-86.jpg,116508-BLKSO,"$31,950.00",Rolex Cosmograph Daytona Black Dial Men's Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-58.jpg,116508-WHTSO,"$31,950.00",Rolex Cosmograph Daytona White Dial Men's Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-51.jpg,116508-BLKDO,"$33,550.00",Rolex Cosmograph Daytona 116508,"$36,600.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-44.jpg,116508-CHPSO,"$31,950.00",Rolex Cosmograph Daytona Luxury Men's Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-37.jpg,116508-MOPDO,"$35,950.00",Rolex Cosmograph Daytona Mother of Pearl Men's Watch 116508,"$39,350.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks ,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116508-30.jpg,116508-GRNSO,"$32,995.00",Rolex Cosmograph Daytona Green Dial Watch 116508,"$34,650.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 3 months,Store Display Model,https://sep.yimg.com/ay/movadobaby/rolex-daytona-116520-40.jpg,116520-BLACK,"$16,950.00",Rolex Cosmograph Daytona 116520,,"6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116509-117.jpg,116509-BMOPDO,"$38,550.00",Rolex Cosmograph Daytona Black Mother of Pearl Dial Watch 116509,"$42,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116509-124.jpg,116509-MOPDO,"$38,550.00",Rolex Cosmograph Daytona Mother of Pearl Dial Men's Watch 116509,"$42,150.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-cosmograph-daytona-116509-18.jpg,116509-BLUSO,"$33,950.00",Rolex Cosmograph Daytona Blue Dial Men's Watch 116509,"$37,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116509-380.jpg,116509-WHT,"$33,950.00",Rolex Cosmograph Daytona 116509,"$37,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116509-373.jpg,116509-SLV,"$33,950.00",Rolex Cosmograph Daytona Silver Dial Men's Watch 116509,"$37,450.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
Usually ships within 4 weeks,New - Never Worn,https://sep.yimg.com/ay/movadobaby/rolex-oyster-perpetual-cosmograph-daytona-116509-366.jpg,116509-PAVE,"$48,950.00",Rolex Cosmograph Daytona Pave Dial Watch 116509,"$54,200.00","6 Years (Included),Silver: + 3 Years $95 Sale(+75), Gold:Lifetime $295 Sale(+245),Platinum:Lifetime w/Ultrasonic $395 Sale(+295)"
